audio_path,image_path,wave_path,label,class_name,sample_id
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0408.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0408.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0408.csv,2,strong,0408
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0199.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0199.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0199.csv,1,weak,0199
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1815.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1815.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1815.csv,2,strong,1815
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0953.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0953.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0953.csv,0,none,0953
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0261.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0261.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0261.csv,0,none,0261
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1013.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1013.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1013.csv,2,strong,1013
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0069.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0069.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0069.csv,1,weak,0069
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1937.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1937.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1937.csv,0,none,1937
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0825.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0825.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0825.csv,0,none,0825
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1099.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1099.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1099.csv,1,weak,1099
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1365.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1365.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1365.csv,2,strong,1365
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1108.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1108.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1108.csv,1,weak,1108
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0707.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0707.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0707.csv,1,weak,0707
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0196.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0196.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0196.csv,0,none,0196
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1776.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1776.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1776.csv,1,weak,1776
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0617.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0617.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0617.csv,1,weak,0617
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2006.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2006.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2006.csv,0,none,2006
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1155.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1155.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1155.csv,1,weak,1155
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2084.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2084.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2084.csv,0,none,2084
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0452.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0452.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0452.csv,1,weak,0452
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0158.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0158.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0158.csv,1,weak,0158
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1414.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1414.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1414.csv,0,none,1414
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1619.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1619.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1619.csv,2,strong,1619
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_2312.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_2312.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_2312.csv,2,strong,2312
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1501.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1501.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1501.csv,2,strong,1501
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1984.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1984.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1984.csv,2,strong,1984
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_2034.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_2034.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_2034.csv,2,strong,2034
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0072.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0072.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0072.csv,0,none,0072
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1686.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1686.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1686.csv,2,strong,1686
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0613.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0613.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0613.csv,0,none,0613
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1021.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1021.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1021.csv,1,weak,1021
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0772.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0772.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0772.csv,2,strong,0772
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0036.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0036.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0036.csv,2,strong,0036
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0529.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0529.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0529.csv,2,strong,0529
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_2182.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_2182.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_2182.csv,1,weak,2182
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0676.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0676.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0676.csv,0,none,0676
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1993.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1993.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1993.csv,2,strong,1993
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_2047.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_2047.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_2047.csv,1,weak,2047
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1205.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1205.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1205.csv,2,strong,1205
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1717.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1717.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1717.csv,1,weak,1717
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1527.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1527.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1527.csv,0,none,1527
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2156.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2156.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2156.csv,0,none,2156
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1559.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1559.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1559.csv,0,none,1559
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0124.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0124.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0124.csv,2,strong,0124
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0608.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0608.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0608.csv,1,weak,0608
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1562.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1562.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1562.csv,0,none,1562
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0026.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0026.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0026.csv,0,none,0026
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1404.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1404.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1404.csv,2,strong,1404
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0867.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0867.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0867.csv,0,none,0867
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0573.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0573.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0573.csv,2,strong,0573
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1615.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1615.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1615.csv,2,strong,1615
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1808.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1808.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1808.csv,2,strong,1808
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0411.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0411.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0411.csv,0,none,0411
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0222.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0222.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0222.csv,1,weak,0222
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_1533.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_1533.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_1533.csv,1,weak,1533
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2304.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2304.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2304.csv,0,none,2304
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0530.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0530.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0530.csv,1,weak,0530
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1633.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1633.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1633.csv,2,strong,1633
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0197.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0197.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0197.csv,0,none,0197
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0377.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0377.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0377.csv,2,strong,0377
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0475.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0475.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0475.csv,1,weak,0475
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0341.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0341.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0341.csv,0,none,0341
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_1397.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_1397.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_1397.csv,2,strong,1397
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2159.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2159.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2159.csv,0,none,2159
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0179.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0179.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0179.csv,2,strong,0179
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1903.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1903.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1903.csv,0,none,1903
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2211.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2211.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2211.csv,0,none,2211
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Weak\audio_0148.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Weak\image_0148.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Weak\wave_0148.csv,1,weak,0148
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1325.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1325.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1325.csv,0,none,1325
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0395.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0395.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0395.csv,0,none,0395
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_2214.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_2214.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_2214.csv,0,none,2214
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\Strong\audio_0460.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\Strong\image_0460.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\Strong\wave_0460.csv,2,strong,0460
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0880.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0880.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0880.csv,0,none,0880
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1688.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1688.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1688.csv,0,none,1688
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_0324.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_0324.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_0324.csv,0,none,0324
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1668.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1668.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1668.csv,0,none,1668
D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Audio\None\audio_1167.wav,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Image\None\image_1167.jpg,D:\Fish_Feeding_Intensity\Dataset\Multimodal_Fish_Feeding_Intensity\Wave\None\wave_1167.csv,0,none,1167
